first_name,last_name,phone_number,street,county,email,ID,dob,date,val1,val2,val1_CI
Oneida,Ankunding,435-385-4015x24876,259 45th Ave.,Whatcom County,becker.merwin@grimes.biz,729-94-7286,1965-11-06,2024/10/06,0.246,0.881,0.22-0.32
Wm,Haag,08402534811,27105 NE Jonnie Dr,Pend Oreille County,adietrich@hotmail.com,275-73-0755,1941-04-02,07/31/24,0.324,0.558,0.3-0.4
Olinda,Zboncak,(358)257-2990,742 Judd Lane SouthEast,Snohomish County,kanisha.buckridge@yahoo.com,777-75-4388,1956-09-04,2024-04-28,1,0.998,0.95-1
Pate,Howell,1-578-871-8057x5985,196 Weimann Alley SouthEast,King County,neta.jakubowski@llc.info,679-70-5198,2019-12-23,07/15/2025,0.59,0.267,0.52-0.61
Magan,Casper,246.682.4798x82623,154 Margret Viaduct Apt. 842 Avenue Apt. 842,King County,deckow.nigel@hotmail.com,385-52-1689,2021-06-25,09/23/2024,0.057,0.544,0.04-0.11
Beatrix,Turcotte,229-707-7046x56167,89331 Jacobi Burgs Blvd SE,Thurston County,gael.rogahn@gmail.com,123-86-9187,1992-09-18,12/18/2024,0.01,0,0-0.02
Dotty,Conroy,712.529.0889,79823 West Rowe Drive,Pierce County,bergstrom.blanch@altenwerth.biz,473-46-2733,1936-02-08,2025/08/28,0.933,0.999,0.91-0.96
Milissa,Breitenberg,077.048.3485,41048 South Kunde Drive Apt. 618,King County,lavon95@yahoo.com,361-12-1248,1951-03-03,03/16/2024,0.335,0.775,0.3-0.34
Santiago,Denesik,1-638-653-8620x3755,494 Shawn Ln N,Island County,lueilwitz.harper@yahoo.com,693-59-8486,1978-05-06,2024-12-15,0.246,0.171,0.23-0.27
Elyssa,Marquardt,292-024-1170x36145,58314 18th St West,Columbia County,donnelly.dakoda@gmail.com,589-78-8499,2019-09-04,05/07/2025,0.99,0.993,0.94-1
Tomeka,Dickinson,03906513868,133 Emely Hwy SW,Pierce County,hermann.maddison@schulist.com,466-26-9734,1933-02-05,2024-03-23,1,0.538,0.96-1
Hyrum,Jacobs,1-917-177-0270x83103,7503 SouthWest Third Avenue,Kitsap County,madalynn.carter@plc.com,771-18-6804,1985-09-03,06/16/2024,0.261,0.336,0.22-0.31
Isom,Lowe,(418)754-7684x81774,4206 E Jalissa Drive Apt. 925,King County,barrows.gilda@hotmail.com,536-75-4482,2002-10-05,2024-12-29,0.597,0.815,0.59-0.65
Orin,Spencer,565.953.5191x4245,59528 SE Brittney Blvd,Thurston County,zemlak.tabetha@group.com,701-32-9119,1995-08-02,2025-02-23,0.004,0,0-0.04
King,Bahringer,1-042-419-1377,073 56th Ave E,King County,dietrich.ari@hotmail.com,792-95-5017,2000-04-17,2024-09-22,0.254,0.106,0.19-0.33
Veta,McDermott,817.871.8417,415 NW Considine Union Ste,Grant County,vanessa.moore@plc.com,631-93-4117,1994-01-12,02/28/2024,0.316,0.482,0.31-0.33
Lise,Altenwerth,(936)179-5700,1388 Theodis Shoals Apt. 598 Dr N Apt. 598,Snohomish County,margy37@yahoo.com,570-58-4410,1967-10-31,06/16/2024,0.692,1,0.68-0.79
Dora,O'Kon,01083707821,9774 73th Avenue SW Apt. 074,King County,tyriq.goodwin@carter.net,745-80-2994,1931-05-09,10/15/2024,0.739,N/A,0.72-0.74
